transaction_id,created_at,country,amount,psp_name,routing_region,payment_method,auth_status,decline_code
3697,2024/6/3 00:00,DE,7.51,Checkout,NA,VISA,Declined,59
3698,2024/6/3 01:00,US,105.94,Adyen,EU,VISA,Approved,
3699,2024/6/3 02:00,DE,89.52,Adyen,APAC,MASTERCARD,Approved,
3700,2024/6/3 03:00,IN,51.05,Adyen,NA,UPI,Approved,
3701,2024/6/3 04:00,US,63.41,Stripe,EU,VISA,Declined,14
3702,2024/6/3 05:00,US,75.12,Stripe,APAC,MASTERCARD,Declined,51
3703,2024/6/3 06:00,BR,64.74,Stripe,NA,VISA,Declined,51
3704,2024/6/3 07:00,SG,196.23,Adyen,APAC,VISA,Approved,
3705,2024/6/3 08:00,DE,65.18,Checkout,NA,VISA,Approved,
3706,2024/6/3 09:00,SG,415.53,Checkout,EU,MASTERCARD,Approved,
3707,2024/6/3 10:00,US,46.09,Checkout,EU,MASTERCARD,Approved,
3708,2024/6/3 11:00,IN,57.67,Stripe,EU,VISA,Declined,14
3709,2024/6/3 12:00,IN,70.34,Stripe,APAC,VISA,Approved,
3710,2024/6/3 13:00,DE,40.68,Stripe,APAC,MASTERCARD,Approved,
3711,2024/6/3 14:00,IN,70.03,Stripe,EU,VISA,Approved,
3712,2024/6/3 15:00,US,49.82,Adyen,NA,VISA,Approved,
3713,2024/6/3 16:00,US,145.26,Checkout,APAC,VISA,Approved,
3714,2024/6/3 17:00,US,56.06,Checkout,APAC,VISA,Approved,
3715,2024/6/3 18:00,DE,35.99,Stripe,NA,VISA,Approved,
3716,2024/6/3 19:00,BR,61.55,Checkout,NA,PIX,Approved,
3717,2024/6/3 20:00,BR,79.58,Checkout,EU,PIX,Approved,
3718,2024/6/3 21:00,IN,67.05,Stripe,APAC,VISA,Approved,
3719,2024/6/3 22:00,BR,426.4,Stripe,NA,VISA,Declined,201
3720,2024/6/3 23:00,IN,119.24,Stripe,NA,UPI,Approved,
3721,2024/6/4 00:00,BR,26.25,Stripe,EU,PIX,Approved,
3722,2024/6/4 01:00,SG,133.22,Adyen,EU,VISA,Approved,
3723,2024/6/4 02:00,DE,103.4,Checkout,APAC,MASTERCARD,Declined,5
3724,2024/6/4 03:00,IN,122.45,Adyen,NA,UPI,Approved,
3725,2024/6/4 04:00,BR,132.56,Checkout,EU,VISA,Approved,
3726,2024/6/4 05:00,DE,211.49,Adyen,APAC,VISA,Approved,
3727,2024/6/4 06:00,IN,74.26,Stripe,EU,UPI,Approved,
3728,2024/6/4 07:00,IN,80.21,Adyen,APAC,UPI,Approved,
3729,2024/6/4 08:00,IN,45.16,Stripe,NA,UPI,Declined,14
3730,2024/6/4 09:00,US,98.15,Stripe,EU,MASTERCARD,Approved,
3731,2024/6/4 10:00,IN,41.24,Adyen,APAC,VISA,Approved,
3732,2024/6/4 11:00,DE,33.23,Checkout,APAC,VISA,Approved,
3733,2024/6/4 12:00,BR,264.98,Adyen,NA,VISA,Approved,
3734,2024/6/4 13:00,BR,78.78,Stripe,EU,PIX,Approved,
3735,2024/6/4 14:00,IN,120.63,Stripe,APAC,UPI,Approved,
3736,2024/6/4 15:00,BR,51.04,Checkout,APAC,VISA,Approved,
3737,2024/6/4 16:00,US,302,Checkout,APAC,VISA,Approved,
3738,2024/6/4 17:00,SG,69.39,Checkout,APAC,VISA,Approved,
3739,2024/6/4 18:00,SG,232.46,Stripe,EU,VISA,Approved,
3740,2024/6/4 19:00,US,120.49,Adyen,EU,VISA,Approved,
3741,2024/6/4 20:00,DE,88.29,Checkout,APAC,VISA,Approved,
3742,2024/6/4 21:00,SG,107.03,Stripe,EU,MASTERCARD,Approved,
3743,2024/6/4 22:00,SG,78.21,Adyen,EU,VISA,Approved,
3744,2024/6/4 23:00,IN,74.2,Checkout,NA,UPI,Approved,
3745,2024/6/5 00:00,IN,101.59,Adyen,NA,UPI,Declined,51
3746,2024/6/5 01:00,IN,11.85,Adyen,APAC,UPI,Approved,
3747,2024/6/5 02:00,US,51,Stripe,NA,MASTERCARD,Approved,
3748,2024/6/5 03:00,BR,145.34,Stripe,EU,VISA,Approved,
3749,2024/6/5 04:00,BR,153.96,Stripe,APAC,VISA,Approved,
3750,2024/6/5 05:00,SG,363.11,Adyen,NA,VISA,Approved,
3751,2024/6/5 06:00,SG,169.93,Checkout,APAC,MASTERCARD,Approved,
3752,2024/6/5 07:00,DE,161.39,Checkout,APAC,VISA,Approved,
3753,2024/6/5 08:00,BR,109.39,Checkout,NA,PIX,Declined,59
3754,2024/6/5 09:00,US,192.72,Stripe,EU,MASTERCARD,Approved,
3755,2024/6/5 10:00,IN,94.83,Checkout,EU,UPI,Approved,
3756,2024/6/5 11:00,IN,87.99,Checkout,NA,UPI,Approved,
3757,2024/6/5 12:00,IN,89.89,Stripe,NA,VISA,Declined,51
3758,2024/6/5 13:00,BR,189.84,Checkout,NA,VISA,Declined,14
3759,2024/6/5 14:00,BR,89.08,Checkout,NA,PIX,Approved,
3760,2024/6/5 15:00,SG,119.06,Checkout,APAC,MASTERCARD,Approved,
3761,2024/6/5 16:00,IN,54.89,Adyen,EU,VISA,Declined,51
3762,2024/6/5 17:00,US,287.53,Adyen,EU,MASTERCARD,Approved,
3763,2024/6/5 18:00,BR,65.98,Stripe,NA,PIX,Approved,
3764,2024/6/5 19:00,IN,86.31,Stripe,EU,VISA,Approved,
3765,2024/6/5 20:00,BR,160.38,Adyen,EU,VISA,Approved,
3766,2024/6/5 21:00,IN,210.37,Stripe,EU,VISA,Declined,59
3767,2024/6/5 22:00,US,92.06,Stripe,NA,MASTERCARD,Approved,
3768,2024/6/5 23:00,BR,145.16,Checkout,NA,PIX,Approved,
3769,2024/6/6 00:00,IN,42.2,Stripe,EU,UPI,Approved,
3770,2024/6/6 01:00,IN,103.58,Stripe,NA,VISA,Approved,
3771,2024/6/6 02:00,BR,143.81,Checkout,EU,PIX,Approved,
3772,2024/6/6 03:00,DE,230.04,Checkout,NA,VISA,Approved,
3773,2024/6/6 04:00,BR,26.87,Adyen,EU,VISA,Declined,51
3774,2024/6/6 05:00,US,36.1,Stripe,NA,VISA,Declined,5
3775,2024/6/6 06:00,US,17.57,Checkout,EU,VISA,Approved,
3776,2024/6/6 07:00,DE,30.13,Stripe,NA,VISA,Declined,51
3777,2024/6/6 08:00,SG,197.85,Stripe,NA,MASTERCARD,Approved,
3778,2024/6/6 09:00,US,53.59,Adyen,EU,MASTERCARD,Approved,
3779,2024/6/6 10:00,US,89.75,Adyen,APAC,MASTERCARD,Approved,
3780,2024/6/6 11:00,SG,37.38,Adyen,EU,VISA,Approved,
3781,2024/6/6 12:00,BR,58.94,Adyen,EU,VISA,Approved,
3782,2024/6/6 13:00,BR,269.6,Adyen,APAC,PIX,Approved,
3783,2024/6/6 14:00,IN,110.21,Checkout,NA,UPI,Approved,
3784,2024/6/6 15:00,SG,129.46,Adyen,APAC,VISA,Approved,
3785,2024/6/6 16:00,SG,78.1,Checkout,EU,MASTERCARD,Declined,201
3786,2024/6/6 17:00,IN,182.53,Adyen,APAC,UPI,Approved,
3787,2024/6/6 18:00,US,179.22,Checkout,NA,MASTERCARD,Declined,5
3788,2024/6/6 19:00,BR,71.39,Stripe,EU,PIX,Approved,
3789,2024/6/6 20:00,IN,85.54,Adyen,EU,UPI,Approved,
3790,2024/6/6 21:00,DE,203.36,Checkout,NA,MASTERCARD,Declined,51
3791,2024/6/6 22:00,IN,89.44,Adyen,NA,UPI,Approved,
3792,2024/6/6 23:00,IN,64.92,Checkout,EU,VISA,Approved,
3793,2024/6/7 00:00,US,68.71,Checkout,NA,VISA,Approved,
3794,2024/6/7 01:00,US,58.59,Adyen,APAC,MASTERCARD,Approved,
3795,2024/6/7 02:00,IN,88.6,Checkout,APAC,VISA,Declined,59
3796,2024/6/7 03:00,US,60.16,Stripe,APAC,VISA,Approved,
3797,2024/6/7 04:00,BR,88.43,Adyen,APAC,PIX,Approved,
3798,2024/6/7 05:00,IN,47.49,Stripe,NA,VISA,Declined,5
3799,2024/6/7 06:00,IN,111.83,Checkout,APAC,VISA,Approved,
3800,2024/6/7 07:00,US,123.91,Checkout,APAC,VISA,Approved,
3801,2024/6/7 08:00,IN,139.49,Adyen,EU,VISA,Declined,5
3802,2024/6/7 09:00,DE,125.53,Stripe,NA,MASTERCARD,Approved,
3803,2024/6/7 10:00,SG,173.1,Stripe,NA,VISA,Approved,
3804,2024/6/7 11:00,DE,93.89,Adyen,NA,VISA,Declined,14
3805,2024/6/7 12:00,IN,87.85,Stripe,EU,VISA,Approved,
3806,2024/6/7 13:00,DE,52.92,Adyen,EU,MASTERCARD,Approved,
3807,2024/6/7 14:00,BR,148.82,Adyen,NA,VISA,Approved,
3808,2024/6/7 15:00,BR,55.79,Checkout,APAC,PIX,Approved,
3809,2024/6/7 16:00,IN,16.05,Checkout,EU,VISA,Approved,
3810,2024/6/7 17:00,IN,50.83,Stripe,EU,VISA,Approved,
3811,2024/6/7 18:00,US,156.76,Adyen,EU,VISA,Approved,
3812,2024/6/7 19:00,BR,135.61,Adyen,NA,VISA,Approved,
3813,2024/6/7 20:00,IN,103.47,Adyen,APAC,VISA,Declined,14
3814,2024/6/7 21:00,US,342.86,Adyen,EU,VISA,Approved,
3815,2024/6/7 22:00,IN,112.22,Checkout,EU,VISA,Approved,
3816,2024/6/7 23:00,US,43.93,Stripe,NA,MASTERCARD,Approved,
3817,2024/6/8 00:00,BR,40.59,Checkout,APAC,PIX,Approved,
3818,2024/6/8 01:00,SG,125.4,Adyen,EU,MASTERCARD,Approved,
3819,2024/6/8 02:00,SG,224.27,Stripe,NA,MASTERCARD,Approved,
3820,2024/6/8 03:00,BR,86.96,Stripe,NA,PIX,Approved,
3821,2024/6/8 04:00,BR,114.69,Adyen,EU,PIX,Approved,
3822,2024/6/8 05:00,BR,119.04,Adyen,NA,PIX,Approved,
3823,2024/6/8 06:00,SG,351.48,Checkout,NA,VISA,Approved,
3824,2024/6/8 07:00,BR,166.32,Checkout,EU,VISA,Approved,
3825,2024/6/8 08:00,IN,194.62,Adyen,NA,UPI,Approved,
3826,2024/6/8 09:00,IN,42.41,Adyen,APAC,VISA,Approved,
3827,2024/6/8 10:00,BR,55.62,Checkout,APAC,VISA,Approved,
3828,2024/6/8 11:00,BR,52.14,Stripe,EU,PIX,Approved,
3829,2024/6/8 12:00,SG,72.52,Stripe,APAC,VISA,Approved,
3830,2024/6/8 13:00,IN,92.13,Stripe,APAC,UPI,Approved,
3831,2024/6/8 14:00,BR,108.99,Checkout,EU,PIX,Approved,
3832,2024/6/8 15:00,SG,82.37,Adyen,NA,VISA,Approved,
3833,2024/6/8 16:00,SG,51.15,Stripe,APAC,VISA,Approved,
3834,2024/6/8 17:00,BR,35,Adyen,NA,PIX,Approved,
3835,2024/6/8 18:00,BR,117.18,Checkout,EU,PIX,Approved,
3836,2024/6/8 19:00,BR,142.37,Checkout,APAC,VISA,Approved,
3837,2024/6/8 20:00,DE,75.01,Adyen,EU,VISA,Approved,
3838,2024/6/8 21:00,IN,18.99,Adyen,NA,UPI,Approved,
3839,2024/6/8 22:00,DE,165.15,Adyen,EU,MASTERCARD,Approved,
3840,2024/6/8 23:00,US,72.56,Adyen,APAC,VISA,Approved,
3841,2024/6/9 00:00,BR,25.99,Stripe,EU,PIX,Approved,
3842,2024/6/9 01:00,IN,86.14,Adyen,EU,VISA,Declined,59
3843,2024/6/9 02:00,BR,172.97,Stripe,EU,PIX,Approved,
3844,2024/6/9 03:00,BR,62.83,Checkout,NA,PIX,Approved,
3845,2024/6/9 04:00,IN,6.1,Stripe,NA,UPI,Approved,
3846,2024/6/9 05:00,US,69.64,Adyen,NA,VISA,Approved,
3847,2024/6/9 06:00,DE,49.04,Stripe,NA,VISA,Approved,
3848,2024/6/9 07:00,US,98.17,Checkout,APAC,MASTERCARD,Approved,
3849,2024/6/9 08:00,US,87.68,Adyen,NA,VISA,Approved,
3850,2024/6/9 09:00,IN,58.55,Checkout,NA,UPI,Approved,
3851,2024/6/9 10:00,BR,55.71,Checkout,APAC,VISA,Approved,
3852,2024/6/9 11:00,IN,207.94,Adyen,NA,VISA,Declined,14
3853,2024/6/9 12:00,US,124.91,Stripe,EU,MASTERCARD,Approved,
3854,2024/6/9 13:00,DE,122.1,Checkout,NA,VISA,Approved,
3855,2024/6/9 14:00,US,158.77,Adyen,APAC,VISA,Approved,
3856,2024/6/9 15:00,IN,72.09,Checkout,EU,UPI,Approved,
3857,2024/6/9 16:00,BR,245.31,Stripe,APAC,VISA,Declined,201
3858,2024/6/9 17:00,US,109.79,Checkout,EU,MASTERCARD,Approved,
3859,2024/6/9 18:00,BR,94.63,Checkout,EU,PIX,Approved,
3860,2024/6/9 19:00,SG,108.8,Checkout,EU,VISA,Approved,
3861,2024/6/9 20:00,SG,69.46,Checkout,APAC,VISA,Approved,
3862,2024/6/9 21:00,US,50.99,Stripe,EU,VISA,Approved,
3863,2024/6/9 22:00,BR,184.39,Adyen,EU,VISA,Approved,
3864,2024/6/9 23:00,IN,32.22,Checkout,EU,UPI,Approved,
3865,2024/6/10 00:00,IN,34.81,Stripe,EU,UPI,Approved,
3866,2024/6/10 01:00,BR,80.05,Checkout,EU,VISA,Declined,5
3867,2024/6/10 02:00,BR,42.78,Checkout,NA,PIX,Approved,
3868,2024/6/10 03:00,US,19.05,Checkout,APAC,VISA,Approved,
3869,2024/6/10 04:00,US,33.73,Stripe,EU,VISA,Approved,
3870,2024/6/10 05:00,IN,43.84,Checkout,EU,UPI,Approved,
3871,2024/6/10 06:00,BR,113.35,Checkout,EU,PIX,Declined,59
3872,2024/6/10 07:00,IN,75.39,Adyen,EU,UPI,Approved,
3873,2024/6/10 08:00,IN,163.59,Stripe,EU,UPI,Declined,51
3874,2024/6/10 09:00,SG,32.05,Adyen,NA,VISA,Approved,
3875,2024/6/10 10:00,IN,37.25,Adyen,NA,UPI,Approved,
3876,2024/6/10 11:00,BR,101.23,Adyen,EU,VISA,Approved,
3877,2024/6/10 12:00,IN,49.2,Adyen,EU,UPI,Approved,
3878,2024/6/10 13:00,SG,66.7,Checkout,EU,VISA,Approved,
3879,2024/6/10 14:00,US,34.12,Adyen,APAC,VISA,Approved,
3880,2024/6/10 15:00,IN,32.02,Stripe,APAC,UPI,Approved,
3881,2024/6/10 16:00,BR,47.67,Checkout,NA,PIX,Approved,
3882,2024/6/10 17:00,US,170.17,Adyen,NA,MASTERCARD,Approved,
3883,2024/6/10 18:00,DE,25.4,Adyen,APAC,VISA,Approved,
3884,2024/6/10 19:00,IN,183.67,Stripe,EU,VISA,Approved,
3885,2024/6/10 20:00,SG,159.36,Stripe,NA,VISA,Approved,
3886,2024/6/10 21:00,DE,58.42,Adyen,EU,MASTERCARD,Approved,
3887,2024/6/10 22:00,DE,87.43,Adyen,EU,MASTERCARD,Approved,
3888,2024/6/10 23:00,US,107.23,Adyen,NA,VISA,Approved,
3889,2024/6/11 00:00,US,137.28,Adyen,APAC,VISA,Approved,
3890,2024/6/11 01:00,BR,37.21,Adyen,APAC,PIX,Approved,
3891,2024/6/11 02:00,SG,148.46,Stripe,APAC,MASTERCARD,Approved,
3892,2024/6/11 03:00,BR,92.73,Stripe,EU,PIX,Declined,201
3893,2024/6/11 04:00,US,39.65,Checkout,EU,MASTERCARD,Approved,
3894,2024/6/11 05:00,BR,93.48,Checkout,EU,VISA,Declined,51
3895,2024/6/11 06:00,US,39.27,Stripe,APAC,VISA,Approved,
3896,2024/6/11 07:00,SG,85.12,Checkout,EU,VISA,Approved,
3897,2024/6/11 08:00,IN,60.56,Adyen,NA,UPI,Approved,
3898,2024/6/11 09:00,SG,97.16,Checkout,EU,MASTERCARD,Approved,
3899,2024/6/11 10:00,BR,101.32,Adyen,NA,PIX,Approved,
3900,2024/6/11 11:00,SG,200.59,Adyen,APAC,VISA,Approved,
3901,2024/6/11 12:00,BR,131.82,Checkout,EU,PIX,Declined,14
3902,2024/6/11 13:00,BR,116.09,Checkout,EU,PIX,Declined,51
3903,2024/6/11 14:00,DE,17.9,Adyen,APAC,VISA,Declined,51
3904,2024/6/11 15:00,IN,166.48,Stripe,EU,VISA,Declined,51
3905,2024/6/11 16:00,SG,62.61,Checkout,NA,MASTERCARD,Approved,
3906,2024/6/11 17:00,BR,34.15,Checkout,APAC,VISA,Declined,51
3907,2024/6/11 18:00,BR,307.26,Stripe,NA,VISA,Declined,201
3908,2024/6/11 19:00,BR,49.16,Checkout,APAC,VISA,Approved,
3909,2024/6/11 20:00,US,215.14,Adyen,NA,VISA,Approved,
3910,2024/6/11 21:00,BR,108.21,Stripe,NA,VISA,Approved,
3911,2024/6/11 22:00,IN,125.45,Stripe,NA,UPI,Approved,
3912,2024/6/11 23:00,IN,85.67,Adyen,EU,UPI,Declined,5
3913,2024/6/12 00:00,IN,40.59,Adyen,EU,UPI,Approved,
3914,2024/6/12 01:00,DE,142.6,Adyen,EU,VISA,Declined,51
3915,2024/6/12 02:00,DE,102.73,Stripe,EU,VISA,Declined,14
3916,2024/6/12 03:00,BR,101.66,Adyen,EU,PIX,Approved,
3917,2024/6/12 04:00,US,91.4,Checkout,NA,MASTERCARD,Approved,
3918,2024/6/12 05:00,BR,70.92,Checkout,EU,PIX,Approved,
3919,2024/6/12 06:00,US,143.3,Adyen,NA,VISA,Approved,
3920,2024/6/12 07:00,SG,123.11,Checkout,APAC,MASTERCARD,Approved,
3921,2024/6/12 08:00,DE,154.37,Checkout,NA,VISA,Approved,
3922,2024/6/12 09:00,BR,73.4,Stripe,EU,PIX,Approved,
3923,2024/6/12 10:00,SG,68.91,Adyen,APAC,MASTERCARD,Approved,
3924,2024/6/12 11:00,IN,56.37,Checkout,EU,UPI,Approved,
3925,2024/6/12 12:00,DE,93.32,Adyen,APAC,VISA,Approved,
3926,2024/6/12 13:00,IN,18.8,Adyen,NA,UPI,Approved,
3927,2024/6/12 14:00,US,405.55,Checkout,APAC,VISA,Approved,
3928,2024/6/12 15:00,US,51.72,Checkout,EU,VISA,Approved,
3929,2024/6/12 16:00,US,196.03,Stripe,APAC,VISA,Approved,
3930,2024/6/12 17:00,IN,61.51,Stripe,NA,UPI,Approved,
3931,2024/6/12 18:00,DE,130.55,Stripe,APAC,VISA,Approved,
3932,2024/6/12 19:00,IN,259.32,Checkout,NA,VISA,Declined,51
3933,2024/6/12 20:00,US,125.52,Stripe,APAC,VISA,Approved,
3934,2024/6/12 21:00,IN,249.58,Adyen,NA,VISA,Approved,
3935,2024/6/12 22:00,BR,188.37,Stripe,NA,PIX,Approved,
3936,2024/6/12 23:00,BR,38.23,Stripe,NA,VISA,Approved,
3937,2024/6/13 00:00,BR,144.16,Stripe,NA,PIX,Approved,
3938,2024/6/13 01:00,IN,112.02,Adyen,EU,UPI,Approved,
3939,2024/6/13 02:00,IN,48.3,Adyen,NA,UPI,Approved,
3940,2024/6/13 03:00,BR,177.6,Checkout,EU,VISA,Declined,51
3941,2024/6/13 04:00,SG,31.13,Stripe,NA,VISA,Approved,
3942,2024/6/13 05:00,SG,169.94,Adyen,APAC,VISA,Approved,
3943,2024/6/13 06:00,IN,145.47,Adyen,APAC,UPI,Approved,
3944,2024/6/13 07:00,BR,94.77,Adyen,EU,PIX,Approved,
3945,2024/6/13 08:00,IN,53.85,Checkout,APAC,VISA,Approved,
3946,2024/6/13 09:00,IN,142.76,Checkout,NA,VISA,Approved,
3947,2024/6/13 10:00,US,13.32,Checkout,APAC,VISA,Approved,
3948,2024/6/13 11:00,US,45.66,Stripe,EU,VISA,Approved,
3949,2024/6/13 12:00,IN,86.66,Adyen,APAC,UPI,Approved,
3950,2024/6/13 13:00,IN,94.82,Checkout,EU,VISA,Approved,
3951,2024/6/13 14:00,IN,46.64,Checkout,NA,UPI,Declined,59
3952,2024/6/13 15:00,SG,47.62,Adyen,NA,VISA,Approved,
3953,2024/6/13 16:00,DE,128.34,Adyen,APAC,VISA,Approved,
3954,2024/6/13 17:00,IN,39.22,Stripe,APAC,UPI,Approved,
3955,2024/6/13 18:00,IN,65.75,Stripe,APAC,VISA,Declined,14
3956,2024/6/13 19:00,SG,30.99,Stripe,NA,VISA,Approved,
3957,2024/6/13 20:00,DE,90.27,Checkout,APAC,MASTERCARD,Approved,
3958,2024/6/13 21:00,BR,74.34,Checkout,NA,PIX,Approved,
3959,2024/6/13 22:00,IN,12.06,Adyen,EU,VISA,Approved,
3960,2024/6/13 23:00,IN,25.45,Stripe,APAC,UPI,Approved,
3961,2024/6/14 00:00,US,204.33,Adyen,APAC,MASTERCARD,Approved,
3962,2024/6/14 01:00,BR,49.96,Stripe,EU,PIX,Approved,
3963,2024/6/14 02:00,IN,114.1,Stripe,EU,VISA,Approved,
3964,2024/6/14 03:00,US,36.92,Stripe,EU,MASTERCARD,Approved,
3965,2024/6/14 04:00,IN,224.53,Stripe,EU,UPI,Approved,
3966,2024/6/14 05:00,SG,17.52,Adyen,NA,VISA,Approved,
3967,2024/6/14 06:00,BR,190.87,Adyen,APAC,VISA,Approved,
3968,2024/6/14 07:00,IN,94.58,Checkout,NA,UPI,Approved,
3969,2024/6/14 08:00,US,140.2,Stripe,NA,MASTERCARD,Approved,
3970,2024/6/14 09:00,BR,206.35,Adyen,EU,PIX,Approved,
3971,2024/6/14 10:00,DE,105.22,Stripe,APAC,VISA,Declined,14
3972,2024/6/14 11:00,BR,264.22,Stripe,NA,PIX,Approved,
3973,2024/6/14 12:00,IN,204.11,Checkout,NA,UPI,Approved,
3974,2024/6/14 13:00,US,137.13,Checkout,EU,VISA,Declined,59
3975,2024/6/14 14:00,IN,182.74,Adyen,APAC,UPI,Approved,
3976,2024/6/14 15:00,DE,87.87,Adyen,APAC,MASTERCARD,Approved,
3977,2024/6/14 16:00,BR,40.92,Checkout,APAC,VISA,Declined,51
3978,2024/6/14 17:00,BR,368.73,Adyen,NA,PIX,Approved,
3979,2024/6/14 18:00,IN,92.43,Adyen,EU,UPI,Approved,
3980,2024/6/14 19:00,BR,108.95,Checkout,APAC,VISA,Approved,
3981,2024/6/14 20:00,SG,26.71,Stripe,NA,VISA,Approved,
3982,2024/6/14 21:00,SG,214.91,Stripe,NA,MASTERCARD,Approved,
3983,2024/6/14 22:00,IN,106.83,Checkout,APAC,UPI,Approved,
3984,2024/6/14 23:00,IN,128.25,Stripe,EU,VISA,Declined,51
3985,2024/6/15 00:00,SG,140.68,Stripe,EU,VISA,Approved,
3986,2024/6/15 01:00,DE,48.8,Checkout,APAC,MASTERCARD,Approved,
3987,2024/6/15 02:00,IN,211.05,Adyen,NA,UPI,Declined,51
3988,2024/6/15 03:00,BR,115.27,Checkout,EU,PIX,Approved,
3989,2024/6/15 04:00,BR,12.98,Checkout,NA,PIX,Declined,59
3990,2024/6/15 05:00,SG,183.23,Stripe,NA,VISA,Approved,
3991,2024/6/15 06:00,IN,81.75,Checkout,EU,UPI,Approved,
3992,2024/6/15 07:00,IN,53.25,Stripe,NA,VISA,Approved,
3993,2024/6/15 08:00,SG,19.56,Checkout,NA,VISA,Approved,
3994,2024/6/15 09:00,IN,65.79,Adyen,APAC,UPI,Declined,59
3995,2024/6/15 10:00,BR,60.12,Stripe,EU,PIX,Approved,
3996,2024/6/15 11:00,BR,196.83,Checkout,NA,VISA,Approved,
3997,2024/6/15 12:00,BR,56.33,Stripe,EU,VISA,Approved,
3998,2024/6/15 13:00,BR,23.92,Checkout,EU,VISA,Approved,
3999,2024/6/15 14:00,BR,129.22,Checkout,NA,VISA,Approved,
4000,2024/6/15 15:00,IN,203.55,Checkout,EU,VISA,Approved,
4001,2024/6/15 16:00,US,69.31,Stripe,APAC,MASTERCARD,Declined,5
4002,2024/6/15 17:00,SG,298.79,Stripe,APAC,VISA,Approved,
4003,2024/6/15 18:00,SG,181.68,Adyen,NA,VISA,Approved,
4004,2024/6/15 19:00,IN,215.72,Adyen,EU,UPI,Approved,
4005,2024/6/15 20:00,IN,126.62,Adyen,NA,VISA,Approved,
4006,2024/6/15 21:00,IN,116.79,Adyen,EU,UPI,Declined,51
4007,2024/6/15 22:00,BR,54.29,Checkout,NA,PIX,Approved,
4008,2024/6/15 23:00,BR,255.89,Stripe,NA,VISA,Approved,
4009,2024/6/16 00:00,US,228.31,Checkout,EU,VISA,Approved,
4010,2024/6/16 01:00,IN,259.56,Stripe,APAC,VISA,Approved,
4011,2024/6/16 02:00,IN,88.23,Stripe,NA,VISA,Approved,
4012,2024/6/16 03:00,BR,70.24,Checkout,APAC,VISA,Declined,59
4013,2024/6/16 04:00,US,152.65,Checkout,EU,MASTERCARD,Declined,51
4014,2024/6/16 05:00,IN,62.52,Stripe,NA,VISA,Declined,51
4015,2024/6/16 06:00,US,88.96,Adyen,EU,MASTERCARD,Approved,
4016,2024/6/16 07:00,IN,14.82,Adyen,APAC,UPI,Approved,
4017,2024/6/16 08:00,SG,109.36,Stripe,EU,MASTERCARD,Approved,
4018,2024/6/16 09:00,SG,136.83,Checkout,NA,MASTERCARD,Approved,
4019,2024/6/16 10:00,IN,218.97,Checkout,APAC,UPI,Approved,
4020,2024/6/16 11:00,IN,156.71,Stripe,NA,UPI,Approved,
4021,2024/6/16 12:00,BR,175.38,Checkout,APAC,PIX,Approved,
4022,2024/6/16 13:00,IN,285.92,Stripe,EU,UPI,Approved,
4023,2024/6/16 14:00,US,46.32,Stripe,EU,VISA,Approved,
4024,2024/6/16 15:00,SG,39.55,Stripe,NA,MASTERCARD,Approved,
4025,2024/6/16 16:00,US,103.95,Checkout,NA,VISA,Approved,
4026,2024/6/16 17:00,SG,35.39,Adyen,NA,VISA,Approved,
4027,2024/6/16 18:00,BR,114.65,Stripe,APAC,PIX,Approved,
4028,2024/6/16 19:00,IN,36.61,Checkout,APAC,UPI,Approved,
4029,2024/6/16 20:00,US,43.65,Adyen,NA,VISA,Approved,
4030,2024/6/16 21:00,BR,19.82,Stripe,APAC,PIX,Approved,
4031,2024/6/16 22:00,US,108.18,Adyen,APAC,MASTERCARD,Approved,
4032,2024/6/16 23:00,IN,28.12,Checkout,EU,VISA,Declined,5
4033,2024/6/17 00:00,IN,130.89,Adyen,EU,VISA,Approved,
4034,2024/6/17 01:00,DE,146.34,Adyen,EU,VISA,Approved,
4035,2024/6/17 02:00,IN,50.9,Checkout,NA,VISA,Declined,201
4036,2024/6/17 03:00,DE,160.58,Stripe,EU,MASTERCARD,Approved,
4037,2024/6/17 04:00,DE,148.35,Checkout,EU,MASTERCARD,Approved,
4038,2024/6/17 05:00,SG,188.31,Checkout,APAC,VISA,Approved,
4039,2024/6/17 06:00,US,47.3,Stripe,EU,VISA,Approved,
4040,2024/6/17 07:00,US,45.67,Stripe,APAC,VISA,Approved,
4041,2024/6/17 08:00,SG,141.01,Checkout,EU,MASTERCARD,Approved,
4042,2024/6/17 09:00,IN,102.89,Stripe,NA,VISA,Declined,51
4043,2024/6/17 10:00,BR,110.07,Stripe,NA,PIX,Declined,59
4044,2024/6/17 11:00,US,223.9,Checkout,EU,VISA,Approved,
4045,2024/6/17 12:00,BR,168.19,Checkout,EU,VISA,Approved,
4046,2024/6/17 13:00,BR,148.48,Checkout,EU,VISA,Approved,
4047,2024/6/17 14:00,BR,137.03,Checkout,NA,VISA,Approved,
4048,2024/6/17 15:00,US,178.23,Adyen,APAC,MASTERCARD,Approved,
4049,2024/6/17 16:00,SG,78.75,Adyen,APAC,VISA,Approved,
4050,2024/6/17 17:00,IN,34.33,Stripe,EU,UPI,Approved,
4051,2024/6/17 18:00,DE,56.16,Adyen,NA,MASTERCARD,Approved,
4052,2024/6/17 19:00,US,50.45,Adyen,APAC,MASTERCARD,Approved,
4053,2024/6/17 20:00,SG,4.8,Adyen,EU,MASTERCARD,Approved,
4054,2024/6/17 21:00,US,137.2,Stripe,NA,VISA,Approved,
